,loss,accuracy,val_loss,val_accuracy
0,1.1408463575923635,0.6672919988632202,0.1131724616712161,0.960544228553772
1,0.2981199465683424,0.9068098664283752,0.09961011110339615,0.974829912185669
2,0.20483666823636046,0.9368571043014526,0.07351171100783205,0.976190447807312
3,0.15790932659854684,0.951487123966217,0.07254228077407843,0.9811791181564331
4,0.13430178089720515,0.9591970443725586,0.06147773713265979,0.9807256460189819
5,0.12627858847337142,0.9616671204566956,0.06369729769877497,0.97981858253479
6,0.10395315815176452,0.9687021374702454,0.03948621156498186,0.9873015880584717
7,0.09737170976616032,0.9696088433265686,0.04740836959731694,0.9873015880584717
8,0.09352012249606818,0.972485363483429,0.03289931223931204,0.9904761910438538
9,0.0905390428949152,0.9727199077606201,0.04947434931202728,0.9863945841789246
